,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus_Weekday,WeekStatus_Weekend,Day_of_week_Friday,Day_of_week_Monday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type_Light_Load,Load_Type_Maximum_Load,Load_Type_Medium_Load
15339,3.46,0.0,16.49,0.0,100.0,20.54,68400,False,True,False,False,True,False,False,False,False,True,False,False
15340,3.71,0.0,16.56,0.0,100.0,21.86,69300,False,True,False,False,True,False,False,False,False,True,False,False
15341,3.13,0.0,16.24,0.0,100.0,18.93,70200,False,True,False,False,True,False,False,False,False,True,False,False
15342,3.02,0.0,16.78,0.0,100.0,17.71,71100,False,True,False,False,True,False,False,False,False,True,False,False
15343,2.99,0.0,16.85,0.0,100.0,17.47,72000,False,True,False,False,True,False,False,False,False,True,False,False
15344,3.2,0.0,19.62,0.0,100.0,16.1,72900,False,True,False,False,True,False,False,False,False,True,False,False
15345,3.67,0.0,25.49,0.0,100.0,14.25,73800,False,True,False,False,True,False,False,False,False,True,False,False
15346,3.17,0.0,18.29,0.0,100.0,17.08,74700,False,True,False,False,True,False,False,False,False,True,False,False
15347,3.06,0.0,16.78,0.0,100.0,17.94,75600,False,True,False,False,True,False,False,False,False,True,False,False
15348,3.06,0.0,16.67,0.0,100.0,18.05,76500,False,True,False,False,True,False,False,False,False,True,False,False
15349,3.06,0.0,16.7,0.0,100.0,18.02,77400,False,True,False,False,True,False,False,False,False,True,False,False
15350,3.02,0.0,16.67,0.0,100.0,17.83,78300,False,True,False,False,True,False,False,False,False,True,False,False
15351,3.06,0.0,16.6,0.0,100.0,18.13,79200,False,True,False,False,True,False,False,False,False,True,False,False
15352,2.92,1.84,9.0,0.0,84.6,30.86,80100,False,True,False,False,True,False,False,False,False,True,False,False
15353,2.84,4.9,0.0,0.0,50.15,100.0,81000,False,True,False,False,True,False,False,False,False,True,False,False
15354,2.88,4.82,0.0,0.0,51.29,100.0,81900,False,True,False,False,True,False,False,False,False,True,False,False
15355,2.77,4.9,0.0,0.0,49.21,100.0,82800,False,True,False,False,True,False,False,False,False,True,False,False
15356,2.81,4.54,0.0,0.0,52.63,100.0,83700,False,True,False,False,True,False,False,False,False,True,False,False
15357,2.81,4.54,0.0,0.0,52.63,100.0,84600,False,True,False,False,True,False,False,False,False,True,False,False
15358,2.81,4.64,0.0,0.0,51.8,100.0,85500,False,True,False,False,True,False,False,False,False,True,False,False
15359,2.81,4.64,0.0,0.0,51.8,100.0,0,False,True,False,False,True,False,False,False,False,True,False,False
15360,3.17,4.75,0.0,0.0,55.51,100.0,900,False,True,False,False,False,True,False,False,False,True,False,False
15361,3.24,4.72,0.0,0.0,56.59,100.0,1800,False,True,False,False,False,True,False,False,False,True,False,False
15362,2.88,5.08,0.0,0.0,49.32,100.0,2700,False,True,False,False,False,True,False,False,False,True,False,False
15363,2.77,4.64,0.0,0.0,51.26,100.0,3600,False,True,False,False,False,True,False,False,False,True,False,False
15364,2.77,4.5,0.0,0.0,52.42,100.0,4500,False,True,False,False,False,True,False,False,False,True,False,False
15365,3.38,5.0,0.0,0.0,56.0,100.0,5400,False,True,False,False,False,True,False,False,False,True,False,False
15366,3.06,4.93,0.0,0.0,52.74,100.0,6300,False,True,False,False,False,True,False,False,False,True,False,False
15367,2.84,4.72,0.0,0.0,51.56,100.0,7200,False,True,False,False,False,True,False,False,False,True,False,False
15368,2.84,4.75,0.0,0.0,51.32,100.0,8100,False,True,False,False,False,True,False,False,False,True,False,False
15369,2.81,4.9,0.0,0.0,49.75,100.0,9000,False,True,False,False,False,True,False,False,False,True,False,False
15370,2.81,4.79,0.0,0.0,50.6,100.0,9900,False,True,False,False,False,True,False,False,False,True,False,False
15371,2.88,5.15,0.0,0.0,48.81,100.0,10800,False,True,False,False,False,True,False,False,False,True,False,False
15372,2.84,5.08,0.0,0.0,48.8,100.0,11700,False,True,False,False,False,True,False,False,False,True,False,False
15373,2.81,4.9,0.0,0.0,49.75,100.0,12600,False,True,False,False,False,True,False,False,False,True,False,False
15374,2.88,4.9,0.0,0.0,50.67,100.0,13500,False,True,False,False,False,True,False,False,False,True,False,False
15375,2.81,4.82,0.0,0.0,50.36,100.0,14400,False,True,False,False,False,True,False,False,False,True,False,False
15376,2.84,5.08,0.0,0.0,48.8,100.0,15300,False,True,False,False,False,True,False,False,False,True,False,False
15377,3.02,5.0,0.0,0.0,51.7,100.0,16200,False,True,False,False,False,True,False,False,False,True,False,False
15378,3.46,4.72,0.0,0.0,59.12,100.0,17100,False,True,False,False,False,True,False,False,False,True,False,False
15379,2.81,5.08,0.0,0.0,48.4,100.0,18000,False,True,False,False,False,True,False,False,False,True,False,False
15380,2.84,5.4,0.0,0.0,46.55,100.0,18900,False,True,False,False,False,True,False,False,False,True,False,False
15381,2.88,5.26,0.0,0.0,48.03,100.0,19800,False,True,False,False,False,True,False,False,False,True,False,False
15382,2.84,5.29,0.0,0.0,47.3,100.0,20700,False,True,False,False,False,True,False,False,False,True,False,False
15383,2.77,5.18,0.0,0.0,47.16,100.0,21600,False,True,False,False,False,True,False,False,False,True,False,False
15384,3.02,5.29,0.0,0.0,49.58,100.0,22500,False,True,False,False,False,True,False,False,False,True,False,False
15385,3.35,5.44,0.0,0.0,52.44,100.0,23400,False,True,False,False,False,True,False,False,False,True,False,False
15386,2.88,5.22,0.0,0.0,48.31,100.0,24300,False,True,False,False,False,True,False,False,False,True,False,False
15387,2.84,5.08,0.0,0.0,48.8,100.0,25200,False,True,False,False,False,True,False,False,False,True,False,False
15388,2.77,5.0,0.0,0.0,48.46,100.0,26100,False,True,False,False,False,True,False,False,False,True,False,False
15389,2.81,5.08,0.0,0.0,48.4,100.0,27000,False,True,False,False,False,True,False,False,False,True,False,False
15390,2.84,5.26,0.0,0.0,47.51,100.0,27900,False,True,False,False,False,True,False,False,False,True,False,False
15391,2.84,5.04,0.0,0.0,49.09,100.0,28800,False,True,False,False,False,True,False,False,False,True,False,False
15392,2.77,5.26,0.0,0.0,46.6,100.0,29700,False,True,False,False,False,True,False,False,False,True,False,False
15393,2.81,5.0,0.0,0.0,48.99,100.0,30600,False,True,False,False,False,True,False,False,False,True,False,False
15394,2.81,5.08,0.0,0.0,48.4,100.0,31500,False,True,False,False,False,True,False,False,False,True,False,False
15395,3.53,0.07,12.53,0.0,99.98,27.12,32400,False,True,False,False,False,True,False,False,False,True,False,False
15396,3.35,0.0,16.27,0.0,100.0,20.17,33300,False,True,False,False,False,True,False,False,False,True,False,False
15397,3.13,0.0,16.09,0.0,100.0,19.1,34200,False,True,False,False,False,True,False,False,False,True,False,False
15398,3.1,0.0,16.2,0.0,100.0,18.79,35100,False,True,False,False,False,True,False,False,False,True,False,False
15399,3.1,0.0,16.31,0.0,100.0,18.67,36000,False,True,False,False,False,True,False,False,False,True,False,False
15400,3.06,0.0,16.31,0.0,100.0,18.44,36900,False,True,False,False,False,True,False,False,False,True,False,False
15401,3.17,0.0,16.27,0.0,100.0,19.12,37800,False,True,False,False,False,True,False,False,False,True,False,False
15402,3.56,0.0,16.38,0.0,100.0,21.24,38700,False,True,False,False,False,True,False,False,False,True,False,False
15403,3.64,0.0,17.32,0.0,100.0,20.57,39600,False,True,False,False,False,True,False,False,False,True,False,False
15404,2.95,0.0,5.11,0.0,100.0,50.0,40500,False,True,False,False,False,True,False,False,False,True,False,False
15405,3.02,0.0,4.14,0.0,100.0,58.93,41400,False,True,False,False,False,True,False,False,False,True,False,False
15406,2.95,0.0,4.18,0.0,100.0,57.66,42300,False,True,False,False,False,True,False,False,False,True,False,False
15407,2.92,0.0,4.1,0.0,100.0,58.01,43200,False,True,False,False,False,True,False,False,False,True,False,False
15408,3.06,0.0,11.95,0.0,100.0,24.81,44100,False,True,False,False,False,True,False,False,False,True,False,False
15409,3.71,0.0,16.31,0.0,100.0,22.18,45000,False,True,False,False,False,True,False,False,False,True,False,False
15410,3.71,0.0,16.56,0.0,100.0,21.86,45900,False,True,False,False,False,True,False,False,False,True,False,False
15411,3.1,0.0,16.09,0.0,100.0,18.92,46800,False,True,False,False,False,True,False,False,False,True,False,False
15412,3.06,0.0,16.27,0.0,100.0,18.48,47700,False,True,False,False,False,True,False,False,False,True,False,False
15413,3.1,0.0,16.24,0.0,100.0,18.75,48600,False,True,False,False,False,True,False,False,False,True,False,False
15414,3.06,0.0,16.27,0.0,100.0,18.48,49500,False,True,False,False,False,True,False,False,False,True,False,False
15415,3.17,0.0,16.31,0.0,100.0,19.08,50400,False,True,False,False,False,True,False,False,False,True,False,False
15416,3.1,0.0,16.24,0.0,100.0,18.75,51300,False,True,False,False,False,True,False,False,False,True,False,False
15417,3.1,0.0,16.2,0.0,100.0,18.79,52200,False,True,False,False,False,True,False,False,False,True,False,False
15418,3.1,0.0,16.2,0.0,100.0,18.79,53100,False,True,False,False,False,True,False,False,False,True,False,False
15419,3.1,0.0,16.24,0.0,100.0,18.75,54000,False,True,False,False,False,True,False,False,False,True,False,False
15420,3.06,0.0,16.24,0.0,100.0,18.52,54900,False,True,False,False,False,True,False,False,False,True,False,False
15421,3.1,0.0,16.31,0.0,100.0,18.67,55800,False,True,False,False,False,True,False,False,False,True,False,False
15422,3.1,0.0,16.38,0.0,100.0,18.6,56700,False,True,False,False,False,True,False,False,False,True,False,False
15423,3.06,0.0,16.34,0.0,100.0,18.41,57600,False,True,False,False,False,True,False,False,False,True,False,False
15424,3.64,0.0,17.86,0.0,100.0,19.97,58500,False,True,False,False,False,True,False,False,False,True,False,False
15425,3.38,0.0,16.85,0.0,100.0,19.67,59400,False,True,False,False,False,True,False,False,False,True,False,False
15426,3.71,0.0,18.14,0.0,100.0,20.04,60300,False,True,False,False,False,True,False,False,False,True,False,False
15427,3.2,0.0,17.06,0.0,100.0,18.44,61200,False,True,False,False,False,True,False,False,False,True,False,False
15428,3.06,0.0,16.42,0.0,100.0,18.32,62100,False,True,False,False,False,True,False,False,False,True,False,False
15429,3.1,0.0,16.31,0.0,100.0,18.67,63000,False,True,False,False,False,True,False,False,False,True,False,False
15430,3.06,0.0,16.24,0.0,100.0,18.52,63900,False,True,False,False,False,True,False,False,False,True,False,False
15431,3.06,0.0,16.31,0.0,100.0,18.44,64800,False,True,False,False,False,True,False,False,False,True,False,False
15432,2.92,0.0,5.15,0.0,100.0,49.32,65700,False,True,False,False,False,True,False,False,False,True,False,False
15433,2.92,0.0,4.18,0.0,100.0,57.27,66600,False,True,False,False,False,True,False,False,False,True,False,False
15434,3.02,0.0,12.78,0.0,100.0,23.0,67500,False,True,False,False,False,True,False,False,False,True,False,False
15435,3.06,0.0,16.31,0.0,100.0,18.44,68400,False,True,False,False,False,True,False,False,False,True,False,False
15436,3.1,0.0,16.27,0.0,100.0,18.72,69300,False,True,False,False,False,True,False,False,False,True,False,False
15437,3.1,0.0,16.34,0.0,100.0,18.64,70200,False,True,False,False,False,True,False,False,False,True,False,False
15438,3.1,0.0,16.42,0.0,100.0,18.55,71100,False,True,False,False,False,True,False,False,False,True,False,False
15439,3.06,0.0,16.45,0.0,100.0,18.29,72000,False,True,False,False,False,True,False,False,False,True,False,False
15440,3.1,0.0,16.49,0.0,100.0,18.48,72900,False,True,False,False,False,True,False,False,False,True,False,False
15441,3.64,0.0,18.97,0.0,100.0,18.84,73800,False,True,False,False,False,True,False,False,False,True,False,False
15442,3.24,0.0,17.5,0.0,100.0,18.2,74700,False,True,False,False,False,True,False,False,False,True,False,False
15443,3.13,0.0,16.49,0.0,100.0,18.65,75600,False,True,False,False,False,True,False,False,False,True,False,False
15444,3.56,0.0,18.43,0.0,100.0,18.97,76500,False,True,False,False,False,True,False,False,False,True,False,False
15445,3.67,0.0,21.38,0.0,100.0,16.92,77400,False,True,False,False,False,True,False,False,False,True,False,False
15446,3.1,0.0,16.27,0.0,100.0,18.72,78300,False,True,False,False,False,True,False,False,False,True,False,False
15447,3.1,0.0,16.31,0.0,100.0,18.67,79200,False,True,False,False,False,True,False,False,False,True,False,False
15448,3.06,2.09,8.93,0.0,82.58,32.42,80100,False,True,False,False,False,True,False,False,False,True,False,False
15449,2.99,5.58,0.0,0.0,47.23,100.0,81000,False,True,False,False,False,True,False,False,False,True,False,False
15450,2.88,5.47,0.0,0.0,46.59,100.0,81900,False,True,False,False,False,True,False,False,False,True,False,False
15451,2.84,5.36,0.0,0.0,46.82,100.0,82800,False,True,False,False,False,True,False,False,False,True,False,False
15452,2.84,4.9,0.0,0.0,50.15,100.0,83700,False,True,False,False,False,True,False,False,False,True,False,False
15453,2.84,4.9,0.0,0.0,50.15,100.0,84600,False,True,False,False,False,True,False,False,False,True,False,False
15454,2.84,5.08,0.0,0.0,48.8,100.0,85500,False,True,False,False,False,True,False,False,False,True,False,False
15455,2.88,5.36,0.0,0.0,47.33,100.0,0,False,True,False,False,False,True,False,False,False,True,False,False
15456,3.28,5.15,0.0,0.0,53.72,100.0,900,True,False,False,True,False,False,False,False,False,True,False,False
15457,3.28,5.18,0.0,0.0,53.5,100.0,1800,True,False,False,True,False,False,False,False,False,True,False,False
15458,2.88,5.51,0.0,0.0,46.32,100.0,2700,True,False,False,True,False,False,False,False,False,True,False,False
15459,2.92,5.47,0.0,0.0,47.09,100.0,3600,True,False,False,True,False,False,False,False,False,True,False,False
15460,2.92,5.4,0.0,0.0,47.57,100.0,4500,True,False,False,True,False,False,False,False,False,True,False,False
15461,2.88,5.47,0.0,0.0,46.59,100.0,5400,True,False,False,True,False,False,False,False,False,True,False,False
15462,2.88,5.58,0.0,0.0,45.86,100.0,6300,True,False,False,True,False,False,False,False,False,True,False,False
15463,2.92,5.62,0.0,0.0,46.11,100.0,7200,True,False,False,True,False,False,False,False,False,True,False,False
15464,3.02,5.62,0.0,0.0,47.34,100.0,8100,True,False,False,True,False,False,False,False,False,True,False,False
15465,3.02,5.54,0.0,0.0,47.86,100.0,9000,True,False,False,True,False,False,False,False,False,True,False,False
15466,3.46,5.72,0.0,0.0,51.76,100.0,9900,True,False,False,True,False,False,False,False,False,True,False,False
15467,3.13,5.47,0.0,0.0,49.67,100.0,10800,True,False,False,True,False,False,False,False,False,True,False,False
15468,2.92,5.36,0.0,0.0,47.84,100.0,11700,True,False,False,True,False,False,False,False,False,True,False,False
15469,2.92,5.33,0.0,0.0,48.05,100.0,12600,True,False,False,True,False,False,False,False,False,True,False,False
15470,2.92,5.36,0.0,0.0,47.84,100.0,13500,True,False,False,True,False,False,False,False,False,True,False,False
15471,2.88,5.33,0.0,0.0,47.54,100.0,14400,True,False,False,True,False,False,False,False,False,True,False,False
15472,3.2,5.22,0.0,0.0,52.26,100.0,15300,True,False,False,True,False,False,False,False,False,True,False,False
15473,3.31,4.97,0.0,0.0,55.43,100.0,16200,True,False,False,True,False,False,False,False,False,True,False,False
15474,2.88,5.33,0.0,0.0,47.54,100.0,17100,True,False,False,True,False,False,False,False,False,True,False,False
15475,2.88,5.29,0.0,0.0,47.82,100.0,18000,True,False,False,True,False,False,False,False,False,True,False,False
15476,2.84,5.36,0.0,0.0,46.82,100.0,18900,True,False,False,True,False,False,False,False,False,True,False,False
15477,2.88,5.29,0.0,0.0,47.82,100.0,19800,True,False,False,True,False,False,False,False,False,True,False,False
15478,2.88,5.47,0.0,0.0,46.59,100.0,20700,True,False,False,True,False,False,False,False,False,True,False,False
15479,2.81,5.29,0.0,0.0,46.91,100.0,21600,True,False,False,True,False,False,False,False,False,True,False,False
15480,2.81,5.11,0.0,0.0,48.19,100.0,22500,True,False,False,True,False,False,False,False,False,True,False,False
15481,2.77,5.0,0.0,0.0,48.46,100.0,23400,True,False,False,True,False,False,False,False,False,True,False,False
15482,2.77,4.93,0.0,0.0,48.98,100.0,24300,True,False,False,True,False,False,False,False,False,True,False,False
15483,2.84,5.22,0.0,0.0,47.79,100.0,25200,True,False,False,True,False,False,False,False,False,True,False,False
15484,2.92,5.36,0.0,0.0,47.84,100.0,26100,True,False,False,True,False,False,False,False,False,True,False,False
15485,4.18,6.73,0.0,0.0,52.76,100.0,27000,True,False,False,True,False,False,False,False,False,True,False,False
15486,4.68,7.02,0.0,0.0,55.47,100.0,27900,True,False,False,True,False,False,False,False,False,True,False,False
15487,4.72,6.62,0.0,0.0,58.05,100.0,28800,True,False,False,True,False,False,False,False,False,True,False,False
15488,41.94,43.88,0.0,0.02,69.09,100.0,29700,True,False,False,True,False,False,False,False,False,True,False,False
15489,69.88,68.9,0.0,0.03,71.21,100.0,30600,True,False,False,True,False,False,False,False,False,True,False,False
15490,55.44,58.46,0.0,0.03,68.81,100.0,31500,True,False,False,True,False,False,False,False,False,True,False,False
15491,75.49,52.13,0.0,0.03,82.29,100.0,32400,True,False,False,True,False,False,False,False,False,True,False,False
15492,66.46,39.38,0.0,0.03,86.03,100.0,33300,True,False,False,True,False,False,False,False,False,False,False,True
15493,61.52,35.5,0.0,0.03,86.61,100.0,34200,True,False,False,True,False,False,False,False,False,False,False,True
15494,51.37,27.58,0.0,0.02,88.1,100.0,35100,True,False,False,True,False,False,False,False,False,False,False,True
15495,92.99,44.42,0.0,0.04,90.23,100.0,36000,True,False,False,True,False,False,False,False,False,False,False,True
15496,113.98,56.27,0.0,0.05,89.67,100.0,36900,True,False,False,True,False,False,False,False,False,False,True,False
15497,84.24,44.75,0.0,0.04,88.31,100.0,37800,True,False,False,True,False,False,False,False,False,False,True,False
15498,112.64,48.67,0.0,0.05,91.8,100.0,38700,True,False,False,True,False,False,False,False,False,False,True,False
15499,90.68,40.43,0.0,0.04,91.33,100.0,39600,True,False,False,True,False,False,False,False,False,False,True,False
15500,133.85,81.18,0.0,0.06,85.5,100.0,40500,True,False,False,True,False,False,False,False,False,False,True,False
15501,86.36,55.48,0.0,0.04,84.13,100.0,41400,True,False,False,True,False,False,False,False,False,False,True,False
15502,78.12,55.48,0.0,0.04,81.53,100.0,42300,True,False,False,True,False,False,False,False,False,False,True,False
15503,68.33,47.09,0.0,0.03,82.34,100.0,43200,True,False,False,True,False,False,False,False,False,False,True,False
15504,4.97,0.5,12.42,0.0,99.5,37.15,44100,True,False,False,True,False,False,False,False,False,False,False,True
15505,3.71,0.0,16.78,0.0,100.0,21.59,45000,True,False,False,True,False,False,False,False,False,False,False,True
15506,3.74,0.0,16.13,0.0,100.0,22.59,45900,True,False,False,True,False,False,False,False,False,False,False,True
15507,3.74,0.0,16.16,0.0,100.0,22.55,46800,True,False,False,True,False,False,False,False,False,False,False,True
15508,50.9,24.55,3.31,0.02,90.07,99.79,47700,True,False,False,True,False,False,False,False,False,False,True,False
15509,59.18,35.14,0.0,0.03,85.98,100.0,48600,True,False,False,True,False,False,False,False,False,False,True,False
15510,60.05,37.84,0.0,0.03,84.6,100.0,49500,True,False,False,True,False,False,False,False,False,False,True,False
15511,54.14,28.33,0.0,0.02,88.6,100.0,50400,True,False,False,True,False,False,False,False,False,False,True,False
15512,89.93,47.56,0.0,0.04,88.4,100.0,51300,True,False,False,True,False,False,False,False,False,False,True,False
15513,121.07,54.54,0.0,0.06,91.18,100.0,52200,True,False,False,True,False,False,False,False,False,False,True,False
15514,96.8,48.92,0.0,0.04,89.25,100.0,53100,True,False,False,True,False,False,False,False,False,False,True,False
15515,117.22,52.88,0.0,0.05,91.15,100.0,54000,True,False,False,True,False,False,False,False,False,False,True,False
15516,88.02,47.84,0.0,0.04,87.86,100.0,54900,True,False,False,True,False,False,False,False,False,False,True,False
15517,40.43,14.33,0.0,0.02,94.25,100.0,55800,True,False,False,True,False,False,False,False,False,False,True,False
15518,47.09,22.0,0.0,0.02,90.6,100.0,56700,True,False,False,True,False,False,False,False,False,False,True,False
15519,56.63,27.14,0.0,0.03,90.18,100.0,57600,True,False,False,True,False,False,False,False,False,False,True,False
15520,46.91,21.46,0.0,0.02,90.94,100.0,58500,True,False,False,True,False,False,False,False,False,False,True,False
15521,43.67,15.55,0.0,0.02,94.21,100.0,59400,True,False,False,True,False,False,False,False,False,False,True,False
15522,54.43,26.32,0.0,0.02,90.03,100.0,60300,True,False,False,True,False,False,False,False,False,False,True,False
15523,57.38,31.03,0.0,0.03,87.96,100.0,61200,True,False,False,True,False,False,False,False,False,False,True,False
15524,51.7,29.48,0.0,0.02,86.87,100.0,62100,True,False,False,True,False,False,False,False,False,False,False,True
15525,41.15,14.18,0.5,0.02,94.54,99.99,63000,True,False,False,True,False,False,False,False,False,False,False,True
15526,29.7,0.36,5.62,0.01,99.99,98.26,63900,True,False,False,True,False,False,False,False,False,False,False,True
15527,28.94,0.14,5.65,0.01,100.0,98.15,64800,True,False,False,True,False,False,False,False,False,False,False,True
15528,43.31,25.85,0.22,0.02,85.87,100.0,65700,True,False,False,True,False,False,False,False,False,False,False,True
15529,44.75,32.51,0.0,0.02,80.9,100.0,66600,True,False,False,True,False,False,False,False,False,False,False,True
15530,65.66,27.43,0.0,0.03,92.27,100.0,67500,True,False,False,True,False,False,False,False,False,False,False,True
15531,97.92,38.56,0.0,0.04,93.05,100.0,68400,True,False,False,True,False,False,False,False,False,False,False,True
15532,58.9,23.62,0.0,0.03,92.82,100.0,69300,True,False,False,True,False,False,False,False,False,False,False,True
15533,72.36,26.96,0.0,0.03,93.71,100.0,70200,True,False,False,True,False,False,False,False,False,False,False,True
15534,124.49,55.3,0.0,0.06,91.39,100.0,71100,True,False,False,True,False,False,False,False,False,False,False,True
15535,111.53,51.59,0.0,0.05,90.76,100.0,72000,True,False,False,True,False,False,False,False,False,False,False,True
15536,69.55,25.45,0.0,0.03,93.91,100.0,72900,True,False,False,True,False,False,False,False,False,False,False,True
15537,108.04,41.04,0.0,0.05,93.48,100.0,73800,True,False,False,True,False,False,False,False,False,False,False,True
15538,76.07,17.82,0.0,0.03,97.36,100.0,74700,True,False,False,True,False,False,False,False,False,False,False,True
15539,37.84,4.5,4.54,0.02,99.3,99.29,75600,True,False,False,True,False,False,False,False,False,False,False,True
15540,9.97,0.0,20.7,0.0,100.0,43.39,76500,True,False,False,True,False,False,False,False,False,False,False,True
15541,6.19,0.0,23.44,0.0,100.0,25.53,77400,True,False,False,True,False,False,False,False,False,False,False,True
15542,4.14,0.0,20.52,0.0,100.0,19.78,78300,True,False,False,True,False,False,False,False,False,False,False,True
15543,4.14,0.0,16.38,0.0,100.0,24.5,79200,True,False,False,True,False,False,False,False,False,False,False,True
15544,3.92,2.02,9.07,0.0,88.89,39.67,80100,True,False,False,True,False,False,False,False,False,False,False,True
15545,3.78,5.62,0.0,0.0,55.81,100.0,81000,True,False,False,True,False,False,False,False,False,False,False,True
15546,3.74,5.58,0.0,0.0,55.68,100.0,81900,True,False,False,True,False,False,False,False,False,False,False,True
15547,3.71,5.54,0.0,0.0,55.64,100.0,82800,True,False,False,True,False,False,False,False,False,False,False,True
15548,3.67,5.18,0.0,0.0,57.81,100.0,83700,True,False,False,True,False,False,False,False,False,True,False,False
15549,3.71,5.04,0.0,0.0,59.28,100.0,84600,True,False,False,True,False,False,False,False,False,True,False,False
15550,3.64,5.0,0.0,0.0,58.86,100.0,85500,True,False,False,True,False,False,False,False,False,True,False,False
15551,3.67,5.11,0.0,0.0,58.33,100.0,0,True,False,False,True,False,False,False,False,False,True,False,False
15552,3.64,5.0,0.0,0.0,58.86,100.0,900,True,False,False,False,False,False,False,True,False,True,False,False
15553,4.0,6.01,0.0,0.0,55.41,100.0,1800,True,False,False,False,False,False,False,True,False,True,False,False
15554,4.72,7.85,0.0,0.0,51.53,100.0,2700,True,False,False,False,False,False,False,True,False,True,False,False
15555,4.1,6.37,0.0,0.0,54.12,100.0,3600,True,False,False,False,False,False,False,True,False,True,False,False
15556,3.38,5.4,0.0,0.0,53.06,100.0,4500,True,False,False,False,False,False,False,True,False,True,False,False
15557,3.1,5.4,0.0,0.0,49.79,100.0,5400,True,False,False,False,False,False,False,True,False,True,False,False
15558,3.02,5.33,0.0,0.0,49.3,100.0,6300,True,False,False,False,False,False,False,True,False,True,False,False
15559,3.1,5.51,0.0,0.0,49.03,100.0,7200,True,False,False,False,False,False,False,True,False,True,False,False
15560,3.13,5.36,0.0,0.0,50.43,100.0,8100,True,False,False,False,False,False,False,True,False,True,False,False
15561,3.1,5.51,0.0,0.0,49.03,100.0,9000,True,False,False,False,False,False,False,True,False,True,False,False
15562,3.13,5.72,0.0,0.0,48.0,100.0,9900,True,False,False,False,False,False,False,True,False,True,False,False
15563,3.1,5.47,0.0,0.0,49.31,100.0,10800,True,False,False,False,False,False,False,True,False,True,False,False
15564,3.13,5.72,0.0,0.0,48.0,100.0,11700,True,False,False,False,False,False,False,True,False,True,False,False
15565,3.17,5.76,0.0,0.0,48.22,100.0,12600,True,False,False,False,False,False,False,True,False,True,False,False
15566,3.13,5.72,0.0,0.0,48.0,100.0,13500,True,False,False,False,False,False,False,True,False,True,False,False
15567,3.1,5.4,0.0,0.0,49.79,100.0,14400,True,False,False,False,False,False,False,True,False,True,False,False
15568,3.1,5.58,0.0,0.0,48.56,100.0,15300,True,False,False,False,False,False,False,True,False,True,False,False
15569,3.1,5.72,0.0,0.0,47.65,100.0,16200,True,False,False,False,False,False,False,True,False,True,False,False
15570,3.1,5.62,0.0,0.0,48.3,100.0,17100,True,False,False,False,False,False,False,True,False,True,False,False
15571,3.13,5.65,0.0,0.0,48.46,100.0,18000,True,False,False,False,False,False,False,True,False,True,False,False
15572,3.13,5.76,0.0,0.0,47.75,100.0,18900,True,False,False,False,False,False,False,True,False,True,False,False
15573,3.35,5.44,0.0,0.0,52.44,100.0,19800,True,False,False,False,False,False,False,True,False,True,False,False
15574,3.56,5.36,0.0,0.0,55.33,100.0,20700,True,False,False,False,False,False,False,True,False,True,False,False
15575,3.1,5.8,0.0,0.0,47.14,100.0,21600,True,False,False,False,False,False,False,True,False,True,False,False
15576,3.1,5.72,0.0,0.0,47.65,100.0,22500,True,False,False,False,False,False,False,True,False,True,False,False
15577,3.71,6.05,0.0,0.0,52.28,100.0,23400,True,False,False,False,False,False,False,True,False,True,False,False
15578,3.24,5.9,0.0,0.0,48.13,100.0,24300,True,False,False,False,False,False,False,True,False,True,False,False
15579,2.99,5.4,0.0,0.0,48.44,100.0,25200,True,False,False,False,False,False,False,True,False,True,False,False
15580,3.06,5.08,0.0,0.0,51.6,100.0,26100,True,False,False,False,False,False,False,True,False,True,False,False
15581,3.24,5.0,0.0,0.0,54.38,100.0,27000,True,False,False,False,False,False,False,True,False,True,False,False
15582,3.28,5.0,0.0,0.0,54.85,100.0,27900,True,False,False,False,False,False,False,True,False,True,False,False
15583,3.28,4.57,0.0,0.0,58.31,100.0,28800,True,False,False,False,False,False,False,True,False,True,False,False
15584,69.73,48.46,0.0,0.03,82.12,100.0,29700,True,False,False,False,False,False,False,True,False,True,False,False
15585,115.24,80.24,0.0,0.05,82.07,100.0,30600,True,False,False,False,False,False,False,True,False,True,False,False
15586,81.22,73.8,0.0,0.04,74.01,100.0,31500,True,False,False,False,False,False,False,True,False,True,False,False
15587,59.26,34.24,0.0,0.03,86.59,100.0,32400,True,False,False,False,False,False,False,True,False,True,False,False
15588,59.29,29.99,0.0,0.03,89.23,100.0,33300,True,False,False,False,False,False,False,True,False,False,False,True
15589,60.26,27.07,0.0,0.03,91.22,100.0,34200,True,False,False,False,False,False,False,True,False,False,False,True
15590,51.91,19.51,0.0,0.02,93.61,100.0,35100,True,False,False,False,False,False,False,True,False,False,False,True
15591,57.49,20.92,0.0,0.03,93.97,100.0,36000,True,False,False,False,False,False,False,True,False,False,False,True
15592,46.08,17.82,0.0,0.02,93.27,100.0,36900,True,False,False,False,False,False,False,True,False,False,True,False
